CHILE;SANTIAGO DE CHILE;COMUNA DE SANTIAGO;AVENIDA;PRESIDENTE BALMACEDA;;99999
ESPAÑA;MURCIA;MURCIA;CARRIL;PUNCHAS;;30139
ESPAÑA;MURCIA;MURCIA;CARRIL;PUNCHAS;EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CARRIL;PUNCHAS;SANTA CRUZ;30162
ESPAÑA;MURCIA;MURCIA;AVENIDA;PUNTARRON;;30835
ESPAÑA;MURCIA;MURCIA;AVENIDA;PUNTARRON;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;PUNTARRON (BOJAL);BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;PURIFICACION PARDO;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;;30010
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;BARQUEROS;30179
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;JAVALI VIEJO;30831
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;LA PURISIMA-BARRIOMAR;30010
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;PURISIMA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;SECTOR;PU-SA1;;
ESPAÑA;MURCIA;MURCIA;SECTOR;PU-SA2;;
ESPAÑA;MURCIA;MURCIA;CALLE;PUXMARINA;LA CATEDRAL;30004
ESPAÑA;MURCIA;MURCIA;PLAZA;PUXMARINA;LA CATEDRAL;30004
ESPAÑA;MURCIA;MURCIA;CALLE;PZA ABENARABI;STA. MARIA DE GRACIA;30008
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CANTO;VERDOLAY;30150
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CARLOS III;SAN PABLO;
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CEMENTERIO;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CENTRO CULTURAL;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CNIA S.ESTEBAN;;30010
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CONDESTABLE;;30009
ESPAÑA;MURCIA;MURCIA;CALLE;PZA CONSTITUCION;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;PZA DE LA CRUZ;CARRASCOY-LA MURTA;
ESPAÑA;MURCIA;MURCIA;CALLE;PZA DE LAS PALMERAS;SAN JUAN;30003
ESPAÑA;MURCIA;MURCIA;CALLE;PZA ESPIRITU SANTO;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;PZA FONTES;JAVALI VIEJO;30831
ESPAÑA;MURCIA;MURCIA;CALLE;PZA HABICHUELA;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CALLE;PZA JOSE ESTEVE MORA;;30004
ESPAÑA;MURCIA;MURCIA;CALLE;PZA JOUFRE;;30001
ESPAÑA;MURCIA;MURCIA;CALLE;PZA JULIAN ROMEA;;30001
ESPAÑA;MURCIA;MURCIA;CALLE;PZA MANUEL MARIN I FASE;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;PZA MANUEL MARIN II FAS(S.JOSE;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;PZA MAYOR;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CALLE;PZA NUEVA;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CALLE;PZA PARADA;SAN PIO X;30010
ESPAÑA;MURCIA;MURCIA;CALLE;PZA PERUCHOS;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SAN ANDRES;SAN ANDRES;30005
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SAN BARTOLOME;;30004
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SAN JORGE;;30012
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SAN JORGE;INFANTE JUAN MANUEL;30011
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SANTA ROSA;;30012
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SANTA ROSA;SANTIAGO EL MAYOR;30012
ESPAÑA;MURCIA;MURCIA;CALLE;PZA SECANO;;30139
ESPAÑA;MURCIA;MURCIA;CALLE;PZA STA.GERTRUDIS;;30001
ESPAÑA;MURCIA;MURCIA;CALLE;PZA TORRECILLA;SAN PABLO;30008
ESPAÑA;MURCIA;MURCIA;Z - No definida;PZA. SANTA MARIA JOSEFA;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;PZA.CASCALES;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;PZA.DE LA CERAMICA;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;PZA.IGUANA ;;
ESPAÑA;MURCIA;MURCIA;CARRIL;QUEREDAS;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CARRIL;QUESADAS;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CALLE;QUEVEDO;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;QUEVEDO;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;QUEVEDO;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;QUEVEDO;LOS MARTINEZ DEL PUERTO;30156
ESPAÑA;MURCIA;MURCIA;CALLE;QUICOS;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;QUIJERO;EL CARMEN;30011
ESPAÑA;MURCIA;MURCIA;CALLEJON;QUIJERO;;30011
ESPAÑA;MURCIA;MURCIA;CALLE;QUILES;;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;QUILES;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;QUILINOS;ERA ALTA;30168
ESPAÑA;MURCIA;MURCIA;CALLE;QUINCE DE AGOSTO;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CAMINO;QUINO EL BARRIO;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CARRIL;QUINOS;;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;QUINOS;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;Z - No definida;Quintana (Madrid);;
ESPAÑA;MURCIA;MURCIA;CALLE;QUINTANAR DE LA ORDEN;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;QUINTO CENTENARIO;;
ESPAÑA;MURCIA;MURCIA;CALLE;QUINTO CENTENARIO;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;QUINTO CENTENARIO;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;QUINTO CENTENARIO;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CARRETERA;RAAL;SANTA CRUZ;30162
ESPAÑA;MURCIA;MURCIA;CARRIL;RABADANES;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CARRIL;RACHES;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;RADEL;SAN PIO X;30010
ESPAÑA;MURCIA;MURCIA;CALLE;RADIO MURCIA;LA CATEDRAL;30001
ESPAÑA;MURCIA;MURCIA;CARRIL;RAFAEL;;30011
ESPAÑA;MURCIA;MURCIA;CARRIL;RAFAEL;SANTIAGO EL MAYOR;30011
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;MONTEAGUDO;30160
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;VALLADOLISES Y LO JURADO;30154
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL ALBERTI;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL GARCIA VELASCO;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RAFAEL GARCIA VELASCO;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CARRIL;RAFAELES;NONDUERMAS;30166
ESPAÑA;MURCIA;MURCIA;VEREDA;RAFAELES;;30139
ESPAÑA;MURCIA;MURCIA;VEREDA;RAFAELES;EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CAMINO;RAIGUERO;;
ESPAÑA;MURCIA;MURCIA;CAMINO;RAIGUERO;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;PLAZA;RAIGUERO;;30150
ESPAÑA;MURCIA;MURCIA;PLAZA;RAIGUERO;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;PLAZA;RAIMUNDO GONZALEZ FRUTOS;SANTA EULALIA;30001
ESPAÑA;MURCIA;MURCIA;CALLE;RAIMUNDO REYES;SANTA EULALIA;30001
ESPAÑA;MURCIA;MURCIA;CARRIL;RAMALLET;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;JAVALI VIEJO;30831
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;LOBOSILLO;30331
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;SANTA EULALIA;30001
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CAMINO;RAMBLA;;
ESPAÑA;MURCIA;MURCIA;TRAVESIA;RAMBLA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA (CBZO.PLATA);CAÑADAS DE SAN PEDRO;30164
ESPAÑA;MURCIA;MURCIA;CAMINO;RAMBLA DE BELEN;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;DISEMINADO;RAMBLA DE CORVERA;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;RAMBLA DE ESPINARDO;;
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DE GRASO;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DE LA VENTOSA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DE LOS CONEJOS;;
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DEL CARMEN;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;Z - No definida;RAMBLA DEL CARMEN;;
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DEL CHINAR;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DEL CIGARRON;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;Z - No definida;RAMBLA DEL PUERTO;;
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DEL SORDO;SANTO ANGEL;30151
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA DEL VALLE;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA LOS CONEJOS;ALGEZARES;
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA SALADA;CAÑADA HERMOSA;30837
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA SALADA;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLA(SECANO);TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;RAMBLERO;;30833
ESPAÑA;MURCIA;MURCIA;CALLE;RAMIREZ PAGAN;SAN JUAN;30003
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON CONESA GARCIA;LOBOSILLO;30331
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON DE CAMPOAMOR;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON DEL VALLE INCLAN;EL PUNTAL|URB.MIRADOR DE AGRIDULCE;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON DEL VALLE INCLAN;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON DEL VALLE INCLAN;INFANTE JUAN MANUEL;30011
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON DEL VALLE INCLAN;MONTEAGUDO;30160
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON DEL VALLE INCLAN;VALLADOLISES Y LO JURADO;30154
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON FERNANDEZ MIÑARRO;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON GALLUD;VISTABELLA;30003
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON GAYA;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON GAYA;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON GAYA;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON GAYA;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON GAYA;LA ÑORA|URB.PORTON DE LOS JERONIMOS;30830
ESPAÑA;MURCIA;MURCIA;TRAVESIA;RAMON GAYA;;
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON MANZANERA;EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON MENARGUEZ;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON TUREGANO;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;GUADALUPE|URB.MIRADOR DE AGRIDULCE;30107
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;LOBOSILLO;30331
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;RAMON Y CAJAL;SUCINA;30590
ESPAÑA;MURCIA;MURCIA;VEREDA;RAMONICO;;30139
ESPAÑA;MURCIA;MURCIA;VEREDA;RAMONICO;EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CALLE;RAMOS;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CARRIL;RAMOS;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;VEREDA;RAMOS;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;RANGA;;
ESPAÑA;MURCIA;MURCIA;CARRIL;RANGA;ERA ALTA;30168
ESPAÑA;MURCIA;MURCIA;CARRIL;RANGA;SAN GINES;30169
ESPAÑA;MURCIA;MURCIA;CALLE;RAQUEL;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RATONES (CUEVAS NORTE);SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;AVENIDA;RAYA;;30167
ESPAÑA;MURCIA;MURCIA;AVENIDA;RAYA;;30836
ESPAÑA;MURCIA;MURCIA;AVENIDA;RAYA;LA RAYA;30167
ESPAÑA;MURCIA;MURCIA;AVENIDA;RAYA;NONDUERMAS;30166
ESPAÑA;MURCIA;MURCIA;AVENIDA;RAYA;PUEBLA DE SOTO;30836
ESPAÑA;MURCIA;MURCIA;AVENIDA;RAYA;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;RAYA DEL REINO(SECANO);EL RAAL;30139
ESPAÑA;MURCIA;MURCIA;CALLE;RCON DE LOS SANCHEZ;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;RCON DE LOS SASTRES;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;RCON DE SECA;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CALLE;RCON DEL GALLEGO;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;RCON GARCIAS;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;RCON MANRESA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;RCON PINTOR P.FLORES;;30011
ESPAÑA;MURCIA;MURCIA;CALLE;RCON RINCON DE LOS COBOS;;30849
ESPAÑA;MURCIA;MURCIA;CALLE;RCON VILLANUEVA;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;Z - No definida;RD1-JUNTO AL COLEGIO DE MARÍA AUXILIADORA DE CABEZO TORRES;;
ESPAÑA;MURCIA;MURCIA;CALLE;RDA GARAY BLQ 1;SAN JUAN;30003
ESPAÑA;MURCIA;MURCIA;CALLE;RDA GARAY BLQ 2;SAN JUAN;30003
ESPAÑA;MURCIA;MURCIA;CALLE;RDA GARAY BLQ 4;SAN JUAN;30003
ESPAÑA;MURCIA;MURCIA;CALLE;RDA NORTE;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CALLE;RDA SUR;INFANTE JUAN MANUEL;30011
ESPAÑA;MURCIA;MURCIA;CALLE;REAL;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;REAL;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;REAL;LOBOSILLO;30331
ESPAÑA;MURCIA;MURCIA;CALLE;REAL;VALLADOLISES Y LO JURADO;30154
ESPAÑA;MURCIA;MURCIA;CAMINO;REAL;;30179
ESPAÑA;MURCIA;MURCIA;CAMINO;REAL;BARQUEROS;30179
ESPAÑA;MURCIA;MURCIA;CARRIL;REAL;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;VEREDA;REAL;;30835
ESPAÑA;MURCIA;MURCIA;VEREDA;REAL;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;REAL (RES.BELEN II);CHURRA;30110
ESPAÑA;MURCIA;MURCIA;TRAVESIA;REAL ACAD.DE MEDICINA;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;AVENIDA;REAL ACAD.MEDICINA;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;AVENIDA;REAL ACADEMIA DE MEDICINA;;30009
ESPAÑA;MURCIA;MURCIA;AVENIDA;REAL ACADEMIA DE MEDICINA;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;REBECA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;Z - No definida;RECINTO FERIAL;;
ESPAÑA;MURCIA;MURCIA;CALLE;RECREATIVE;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RECREATIVE;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CAMINO;RECREATIVE;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;RECTOR FRANCISCO SABATER;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;RECTOR JOSE LOUSTAU;LA FAMA;30006
ESPAÑA;MURCIA;MURCIA;AVENIDA;RECTORES;;30100
ESPAÑA;MURCIA;MURCIA;AVENIDA;RECTORES;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;Z - No definida;RED, PARA EL PROYECTO REMODELACIÓN DE LA RED FERROVIARIA DE LA CIUDAD DE MURCIA;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;RED1 SAN JOSE DE LA VEGA;;
ESPAÑA;MURCIA;MURCIA;PLAZA;REDONDA (AGRIDULCE);GUADALUPE|URB.AGRIDULCE;30107
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGAJOS DE SANGONERA;;30833
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGAJOS DE SANGONERA;;30835
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGAJOS DE SANGONERA;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;REGALICIAR;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;REGIDOR ALONSO FAJARDO;EL CARMEN;30011
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA;;
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA;;30107
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA;;30157
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CALLE;REGION DE MURCIA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;REGION DE MURCIA;LOBOSILLO;30331
ESPAÑA;MURCIA;MURCIA;CALLE;REGION DE MURCIA;NONDUERMAS;30166
ESPAÑA;MURCIA;MURCIA;PASEO;REGION DE MURCIA;;30120
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA (SECANO);;30579
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION DE MURCIA (SECANO);TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;TRAVESIA;REGION DE MURCIA 4;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION MURCIANA;;30011
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION MURCIANA;INFANTE JUAN MANUEL;30011
ESPAÑA;MURCIA;MURCIA;AVENIDA;REGION MURCIANA;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;REGION MURCIANA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;PLAZA;REGION MURCIANA;;30006
ESPAÑA;MURCIA;MURCIA;PLAZA;REGION MURCIANA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;REGUERON;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;;
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;;30167
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;;30580
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;LA RAYA;30167
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;NONDUERMAS;30166
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CAMINO;REGUERON;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;CALLE;REINA DOÑA VIOLANTE;MONTEAGUDO;30160
ESPAÑA;MURCIA;MURCIA;CALLE;REINA DOÑA VIOLANTE;VISTA ALEGRE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;REINA FABIOLA DE BELGICA;;30110
ESPAÑA;MURCIA;MURCIA;AVENIDA;REINA SOFIA;;30107
ESPAÑA;MURCIA;MURCIA;AVENIDA;REINA SOFIA;;30833
ESPAÑA;MURCIA;MURCIA;AVENIDA;REINA SOFIA;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;AVENIDA;REINA SOFIA;LOS MARTINEZ DEL PUERTO;30156
ESPAÑA;MURCIA;MURCIA;AVENIDA;REINA SOFIA;SAN JOSE DE LA VEGA;30570
ESPAÑA;MURCIA;MURCIA;AVENIDA;REINA SOFIA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;CABEZO DE TORRES;
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;SUCINA;30590
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;PLAZA;REINA SOFIA;;30006
ESPAÑA;MURCIA;MURCIA;PLAZA;REINA SOFIA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA (RES.ALONDRAS);CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;REINA SOFIA(RES.BELEN II);CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;REINA VICTORIA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;REINA VICTORIA;SUCINA;30590
ESPAÑA;MURCIA;MURCIA;CALLE;REINO;VALLADOLISES Y LO JURADO;30154
